노선명,역ID,역명,승차총승객수,하차총승객수
경춘선,1320,대성리,277,204
수인선,1889,숭의,1085,1063
수인선,1890,신포,503,540
수인선,1891,인천,398,565
안산선,1751,산본,5160,5448
안산선,1752,대야미,1768,1594
안산선,1753,반월,1431,1415
안산선,1754,상록수,6039,5868
안산선,1755,한대앞,2454,2423
안산선,1756,중앙,5480,5460
안산선,1757,고잔,2130,2144
안산선,1758,초지,1085,1085
안산선,1759,안산,4410,4035
안산선,1760,신길온천,513,502
안산선,1761,정왕,2283,2472
안산선,1762,오이도,2714,2727
안산선,1763,수리산,1171,1141
우이신설선,4701,북한산우이,1713,1750
우이신설선,4702,솔밭공원,911,794
우이신설선,4703,4.19민주묘지,1096,961
우이신설선,4704,가오리,1444,1300
우이신설선,4709,북한산보국문,2177,1932
우이신설선,4710,정릉,1454,1253
우이신설선,4711,성신여대입구(돈암),1170,1388
우이신설선,4712,보문,564,542
우이신설선,4713,신설동,636,646
일산선,1948,원흥,2584,2414
일산선,1950,삼송,5161,5066
일산선,1951,원당,3408,3343
일산선,1952,화정,5155,5235
일산선,1953,대곡,537,439
일산선,1954,백석,3304,3253
일산선,1955,마두,1734,1745
일산선,1956,정발산,2429,2396
일산선,1957,주엽,2072,2050
일산선,1958,대화,3565,3228
장항선,1401,봉명,260,233
장항선,1402,쌍용(나사렛대),447,414
장항선,1403,아산,727,624
장항선,1405,배방,255,309
장항선,1407,온양온천,1143,1144
장항선,1408,신창(순천향대),272,346
중앙선,1015,회기,8348,8131
중앙선,1201,중랑,1996,1895
중앙선,1202,상봉(시외버스터미널),2325,2272
중앙선,1203,망우,2655,2562
중앙선,1204,양원,463,512
중앙선,1205,구리,4165,4442
중앙선,1206,도농,2446,2403
중앙선,1207,양정,236,214
중앙선,1208,덕소,1988,1905
중앙선,1209,도심,763,672
중앙선,1210,팔당,781,880
중앙선,1211,운길산,627,574
중앙선,1212,양수,830,783
중앙선,1213,신원,152,68
중앙선,1214,국수,305,316
중앙선,1215,아신,270,237
중앙선,1216,오빈,119,114
중앙선,1217,양평,998,930
중앙선,1218,원덕,202,157
중앙선,1219,용문,896,761
중앙선,1220,지평,29,12
2호선,220,선릉,7177,6250
경원선,1904,망월사,2484,2660
경원선,1903,도봉산,5178,3544
경원선,1017,신이문,2904,2641
우이신설선,4705,화계,1180,1075
우이신설선,4706,삼양,751,815
우이신설선,4707,삼양사거리,903,896
우이신설선,4708,솔샘,1516,1342
1호선,150,서울역,10457,10389
1호선,151,시청,3980,3937
1호선,152,종각,6357,5849
1호선,153,종로3가,6818,6361
1호선,154,종로5가,3942,4019
1호선,155,동대문,4304,5054
1호선,156,신설동,4440,4297
1호선,157,제기동,5161,5324
1호선,158,청량리(서울시립대입구),7727,7722
1호선,159,동묘앞,5954,6020
2호선,201,시청,2605,2428
2호선,202,을지로입구,9489,9376
2호선,203,을지로3가,2696,2576
2호선,204,을지로4가,1605,1551
2호선,205,동대문역사문화공원,3874,5007
2호선,206,신당,4638,4980
2호선,207,상왕십리,3732,3597
2호선,208,왕십리(성동구청),5604,4890
2호선,209,한양대,1400,1522
2호선,210,뚝섬,4589,4734
2호선,211,성수,6229,6863
2호선,212,건대입구,14248,15128
2호선,213,구의(광진구청),7043,6879
2호선,214,강변(동서울터미널),11916,12013
2호선,215,잠실나루,2731,2821
2호선,216,잠실(송파구청),23040,21563
2호선,217,잠실새내,5696,5947
2호선,218,종합운동장,1760,1930
2호선,219,삼성(무역센터),10789,10811
2호선,221,역삼,6621,7384
2호선,222,강남,18405,18248
2호선,223,교대(법원.검찰청),5715,6306
2호선,224,서초,3525,3388
2호선,225,방배,3479,3776
2호선,226,사당,11385,12516
2호선,227,낙성대,8920,8771
2호선,228,서울대입구(관악구청),16342,16571
2호선,229,봉천,7468,7066
2호선,230,신림,24142,23183
2호선,231,신대방,9278,8820
2호선,232,구로디지털단지,15018,14672
2호선,233,대림(구로구청),8153,8090
2호선,234,신도림,16094,16427
2호선,235,문래,4055,4150
2호선,236,영등포구청,4755,4978
2호선,237,당산,4878,5372
2호선,238,합정,10559,10981
2호선,239,홍대입구,23021,22176
2호선,240,신촌,13209,12939
2호선,241,이대,3808,3890
2호선,242,아현,2666,2659
2호선,243,충정로(경기대입구),2177,2223
2호선,244,용답,899,894
2호선,245,신답,389,468
2호선,246,신설동,1392,1539
2호선,247,도림천,281,274
2호선,248,양천구청,1684,1682
2호선,249,신정네거리,2572,2667
2호선,250,용두(동대문구청),685,756
3호선,309,지축,737,666
3호선,310,구파발,5803,5891
3호선,311,연신내,12998,12125
3호선,312,불광,5821,6725
3호선,313,녹번,3547,3200
3호선,314,홍제,5396,5053
3호선,315,무악재,1014,1060
3호선,316,독립문,2340,2372
3호선,317,경복궁(정부서울청사),4276,4402
3호선,318,안국,3667,3953
3호선,319,종로3가,1669,2097
3호선,320,을지로3가,1206,1219
3호선,322,동대입구,2782,3102
3호선,323,약수,3870,3623
3호선,324,금호,2418,2336
3호선,325,옥수,2619,2777
3호선,326,압구정,7036,7402
3호선,327,신사,7621,7555
3호선,328,잠원,1271,1258
3호선,329,고속터미널,16392,16095
3호선,330,교대(법원.검찰청),2079,1420
3호선,331,남부터미널(예술의전당),7120,7615
3호선,332,양재(서초구청),6575,7783
3호선,333,매봉,1896,1874
3호선,334,도곡,941,1010
3호선,335,대치,2146,2049
3호선,336,학여울,395,401
3호선,337,대청,2063,1940
3호선,338,일원,1580,1805
3호선,339,수서,4231,4301
3호선,340,가락시장,2058,2208
3호선,341,경찰병원,1463,1451
3호선,342,오금,1472,1378
4호선,409,당고개,4855,4619
4호선,410,상계,6338,5858
4호선,411,노원,7022,7641
4호선,412,창동,9373,9874
4호선,413,쌍문,10227,9018
4호선,414,수유(강북구청),13256,12548
4호선,415,미아(서울사이버대학),5252,4841
4호선,416,미아사거리,10365,9700
4호선,417,길음,5804,5619
4호선,418,성신여대입구(돈암),7370,7074
4호선,419,한성대입구(삼선교),4379,4212
4호선,420,혜화,11562,12243
4호선,421,동대문,3242,3984
4호선,422,동대문역사문화공원,4931,5349
4호선,423,충무로,4493,4461
4호선,424,명동,6157,6485
4호선,425,회현(남대문시장),4755,5158
4호선,426,서울역,2446,4081
4호선,427,숙대입구(갈월),3745,3682
4호선,428,삼각지,999,1200
4호선,429,신용산,3571,3721
4호선,430,이촌(국립중앙박물관),1676,2009
4호선,431,동작(현충원),779,799
4호선,432,총신대입구(이수),5541,5926
4호선,433,사당,7201,7356
4호선,434,남태령,263,250
5호선,2511,방화,2149,2068
5호선,2512,개화산,1808,1891
5호선,2513,김포공항,3127,2941
5호선,2514,송정,2303,2322
5호선,2515,마곡,1450,1418
5호선,2516,발산,4784,4942
5호선,2517,우장산,3633,3628
5호선,2518,화곡,8530,7914
5호선,2519,까치산,9938,9605
5호선,2520,신정(은행정),3770,3218
5호선,2521,목동,4311,4453
5호선,2522,오목교(목동운동장앞),7824,8258
5호선,2523,양평,1440,1487
5호선,2524,영등포구청,803,793
5호선,2525,영등포시장,2525,2721
5호선,2526,신길,920,1054
5호선,2527,여의도,2908,3058
5호선,2528,여의나루,1591,1683
5호선,2529,마포,2613,2639
5호선,2530,공덕,2451,2495
5호선,2531,애오개,1579,1595
5호선,2532,충정로(경기대입구),793,825
경부선,1722,서정리,1778,2717
경부선,1721,송탄,1644,1694
경부선,1720,진위,320,311
경부선,1719,오산,3270,3742
경부선,1718,오산대,776,723
경부선,1717,세마,710,657
경부선,1716,병점,3820,4372
경부선,1715,세류,997,989
경부선,1714,독산,3118,3199
경부선,1713,수원,12951,13318
경부선,1712,화서,1781,1686
경부선,1711,성균관대,3651,3758
경부선,1710,의왕,2459,2403
경부선,1709,군포,1834,1699
경부선,1708,금정,7184,7694
경부선,1707,명학,2011,1893
경부선,1706,안양,7211,7036
경부선,1705,관악,2633,2390
경부선,1704,석수,3018,2959
경부선,1703,금천구청,3396,3107
경부선,1702,가산디지털단지,2441,3236
경부선,1701,구로,4795,4754
경부선,1032,신길,2788,2335
경부선,1007,신도림,1075,1098
경부선,1006,영등포,15989,15867
경부선,1005,대방,3237,3325
경부선,1004,노량진,3281,3030
경부선,1003,용산,13708,12769
경부선,1002,남영,2277,2454
경부선,1001,서울역,1390,362
경강선,1511,여주,761,687
5호선,2533,서대문,2978,2836
5호선,2534,광화문(세종문화회관),4787,4719
5호선,2535,종로3가,3487,3365
5호선,2536,을지로4가,654,733
5호선,2537,동대문역사문화공원,402,485
5호선,2538,청구,1058,979
5호선,2539,신금호,1692,1775
5호선,2540,행당,2060,1887
5호선,2541,왕십리(성동구청),1358,1588
5호선,2542,마장,1602,1571
5호선,2543,답십리,4359,4056
5호선,2544,장한평,4377,4261
5호선,2545,군자(능동),3557,3704
5호선,2546,아차산(어린이대공원후문),5554,5518
5호선,2547,광나루(장신대),4114,4077
5호선,2548,천호(풍납토성),6827,6636
7호선,2724,사가정,5590,5492
7호선,2725,용마산,1934,2142
7호선,2727,군자(능동),4561,3532
7호선,2728,어린이대공원(세종대),3604,3606
7호선,2729,건대입구,4567,4628
7호선,2730,뚝섬유원지,2594,2584
7호선,2731,청담,3994,4332
7호선,2732,강남구청,3498,3735
7호선,2733,학동,3738,3962
7호선,2734,논현,3985,4205
7호선,2735,반포,1749,1790
7호선,2736,고속터미널,5647,4217
7호선,2737,내방,2881,2999
7호선,2738,이수,4691,4451
7호선,2739,남성,3123,3165
7호선,2740,숭실대입구(살피재),3107,3282
7호선,2741,상도,2945,2881
7호선,2742,장승배기,3091,2995
7호선,2743,신대방삼거리,4888,4758
7호선,2744,보라매,2226,2211
7호선,2745,신풍,3263,3055
7호선,2746,대림(구로구청),2709,2474
7호선,2747,남구로,3989,3827
7호선,2748,가산디지털단지,5524,5341
7호선,2749,철산,5721,5876
7호선,2750,광명사거리,7707,7391
7호선,2751,천왕,2526,2342
7호선,2752,온수(성공회대입구),2489,2507
7호선,2753,까치울,2227,2132
7호선,2754,부천종합운동장,1325,1192
7호선,2755,춘의,2060,1934
7호선,2756,신중동,4020,3924
7호선,2757,부천시청,3791,3779
7호선,2758,상동,3911,3841
7호선,2759,삼산체육관,1171,1057
7호선,2760,굴포천,2815,2791
7호선,2761,부평구청,2899,2511
8호선,2811,암사,5136,4769
8호선,2812,천호(풍납토성),5677,6356
8호선,2813,강동구청,2469,2554
8호선,2814,몽촌토성(평화의문),1566,1605
8호선,2815,잠실(송파구청),4870,5243
8호선,2816,석촌,2329,2734
8호선,2817,송파,2195,2184
8호선,2818,가락시장,1874,2659
8호선,2819,문정,3224,3262
8호선,2820,장지,5165,5486
8호선,2821,복정,2367,2347
8호선,2822,산성,1952,1892
8호선,2823,남한산성입구(성남법원.검찰청),3973,3738
8호선,2824,단대오거리,3132,2991
8호선,2825,신흥,1731,1772
8호선,2826,수진,1736,1533
8호선,2827,모란,1356,1218
9호선,4101,개화,576,538
9호선,4102,김포공항,3526,4448
9호선,4103,공항시장,1119,1175
9호선,4104,신방화,1938,1982
9호선,4105,마곡나루,2814,2842
9호선,4106,양천향교,2211,2431
9호선,4107,가양,5835,5576
9호선,4108,증미,1748,1760
9호선,4109,등촌,2661,2715
9호선,4110,염창,4431,4424
9호선,4111,신목동,806,710
9호선,4112,선유도,1422,1351
9호선,4113,당산,4455,4307
9호선,4114,국회의사당,1805,1690
9호선,4115,여의도,2534,2421
9호선,4116,샛강,905,936
9호선,4117,노량진,8023,8833
9호선,4118,노들,1217,1106
9호선,4119,흑석(중앙대입구),2083,2172
9호선,4120,동작(현충원),651,538
9호선,4121,구반포,575,647
9호선,4122,신반포,590,611
9호선,4123,고속터미널,3711,5039
9호선,4124,사평,514,555
9호선,4125,신논현,7580,7491
9호선2~3단계,4126,언주,1682,1678
9호선2~3단계,4127,선정릉,1549,1695
9호선2~3단계,4128,삼성중앙,1116,1077
9호선2~3단계,4129,봉은사,3435,3363
9호선2~3단계,4130,종합운동장,1042,986
9호선2~3단계,4131,삼전,2075,2047
9호선2~3단계,4132,석촌고분,1578,1606
9호선2~3단계,4133,석촌,2157,1812
9호선2~3단계,4134,송파나루,1324,1351
9호선2~3단계,4135,한성백제,652,540
9호선2~3단계,4136,올림픽공원(한국체대),1334,1271
9호선2~3단계,4137,둔촌오륜,165,176
경부선,1723,지제,769,859
경부선,1724,평택,4567,4890
경부선,1725,성환,951,1187
경부선,1726,직산,181,239
경부선,1727,두정,1360,1588
경부선,1728,천안,1902,1806
경부선,1729,당정,1659,1643
경부선,1749,서동탄,308,312
경부선,1750,광명,839,660
경원선,1008,이촌(국립중앙박물관),947,843
경원선,1009,서빙고,478,435
경원선,1010,한남,1256,1260
경원선,1011,옥수,12,6
경원선,1012,응봉,498,441
경원선,1013,왕십리(성동구청),5166,5842
경원선,1014,청량리(서울시립대입구),5751,5707
경원선,1016,외대앞,2939,2816
경원선,1018,석계,2991,3241
경원선,1019,광운대,2593,2529
경원선,1020,월계,2164,2011
경원선,1021,녹천,1516,1282
경원선,1901,방학,3709,3491
경원선,1902,도봉,2175,2043
경원선,1905,회룡,3955,3965
경원선,1906,의정부,8123,8012
경원선,1907,가능,2469,2352
경원선,1908,녹양,1675,1643
경원선,1909,양주,2638,2657
경원선,1910,덕계,844,730
경원선,1911,덕정,1869,1918
경원선,1912,지행,2260,2210
경원선,1913,동두천중앙,1174,1217
경원선,1914,보산,694,630
경원선,1915,동두천,762,937
경원선,1916,소요산,1983,1635
경의선,1251,서울역,402,433
경의선,1252,신촌,115,127
경의선,1261,효창공원앞,672,768
경의선,1262,공덕,816,691
경의선,1263,서강대,626,559
경의선,1264,홍대입구,675,738
경의선,1265,가좌,1461,1454
경의선,1266,디지털미디어시티,660,619
경의선,1267,수색,401,430
경의선,1268,화전,409,381
경의선,1269,강매,680,622
경의선,1270,행신,1959,1895
경의선,1271,능곡,1145,1101
경의선,1272,곡산,142,154
경의선,1273,백마,1581,1522
경의선,1274,풍산,1616,1566
경의선,1275,일산,2214,2078
경의선,1276,탄현,2136,1979
경의선,1277,야당,1725,1595
경의선,1278,운정,1553,1477
경의선,1279,금릉,1334,1310
경의선,1280,금촌,2047,2238
경의선,1282,월롱,437,799
경의선,1283,파주,349,310
경의선,1284,문산,1666,1660
경인선,1801,개봉,6619,6489
경인선,1802,오류동,4431,3973
경인선,1803,역곡,8437,8276
경인선,1804,부천,13325,13221
경인선,1805,송내,8118,7890
경인선,1806,부평,11188,11583
경인선,1807,백운,2294,2192
경인선,1808,동암,5801,5686
경인선,1809,주안,7150,6302
경인선,1810,제물포,3018,2924
경인선,1811,동인천,5016,4849
경인선,1812,인천,1143,970
경인선,1813,구일,1787,1753
경인선,1814,소사,3405,3064
경인선,1815,부개,2717,2631
경인선,1816,간석,1782,1680
경인선,1817,도원,995,1033
경인선,1821,온수(성공회대입구),2181,2117
경인선,1822,중동,2755,2533
경인선,1823,도화,1159,1102
경춘선,1311,신내,412,424
경춘선,1312,갈매,773,705
경춘선,1313,별내,823,863
경춘선,1314,퇴계원,1152,1012
경춘선,1315,사릉,901,901
경춘선,1316,금곡,475,479
경춘선,1317,평내호평,1583,1602
경춘선,1318,천마산,515,502
경춘선,1319,마석,1040,1078
경춘선,1321,청평,608,608
경춘선,1322,상천,266,208
경춘선,1323,가평,624,551
경춘선,1324,굴봉산,67,91
경춘선,1325,백양리,86,72
경춘선,1326,강촌,307,294
경춘선,1327,김유정,185,177
경춘선,1328,남춘천,942,971
경춘선,1329,춘천,607,540
공항철도 1호선,4201,서울역,2938,2562
공항철도 1호선,4202,공덕,604,740
공항철도 1호선,4203,홍대입구,3868,3510
공항철도 1호선,4204,디지털미디어시티,1928,2042
공항철도 1호선,4206,마곡나루,895,925
공항철도 1호선,4207,김포공항,3863,2436
공항철도 1호선,4208,계양,2654,2531
공항철도 1호선,4209,검암,2230,2313
공항철도 1호선,4210,청라국제도시,1525,1444
공항철도 1호선,4211,운서,3621,3795
공항철도 1호선,4212,공항화물청사,981,1098
공항철도 1호선,4213,인천공항1터미널,5508,5637
공항철도 1호선,4215,인천공항2터미널,2739,2327
공항철도 1호선,4217,영종,1085,996
과천선,1450,선바위,1774,1784
과천선,1451,경마공원,349,335
과천선,1452,대공원,1028,1146
과천선,1453,과천,1042,950
과천선,1454,정부과천청사,1584,1708
과천선,1455,인덕원,5465,5446
과천선,1456,평촌,3379,3347
과천선,1457,범계,7346,6939
분당선,1023,선릉,1309,2141
분당선,1024,한티,3657,3772
분당선,1025,도곡,1256,1222
분당선,1026,구룡,320,331
분당선,1027,개포동,826,792
분당선,1028,대모산입구,665,649
분당선,1030,수서,3330,3374
분당선,1031,복정,1,0
분당선,1846,수원,2429,1630
분당선,1847,서울숲,2140,2179
분당선,1848,압구정로데오,4739,5229
분당선,1849,강남구청,1574,1933
분당선,1850,선정릉,1176,1263
분당선,1851,가천대,1818,2191
분당선,1852,태평,4664,4321
분당선,1853,모란,6205,6263
분당선,1854,야탑,6594,6976
분당선,1855,서현,7445,7272
분당선,1856,수내,2985,3002
분당선,1857,정자,3723,3839
분당선,1858,미금,3787,3919
분당선,1859,오리,3133,2801
분당선,1860,이매,1235,1250
분당선,1861,보정,475,450
분당선,1862,죽전,3874,4315
분당선,1863,구성,958,1090
분당선,1864,신갈,865,874
분당선,1865,기흥,2327,2402
분당선,1866,상갈,1327,1345
분당선,1867,청명,853,835
분당선,1868,영통,2146,2134
분당선,1869,망포,2881,3076
분당선,1870,매탄권선,1154,1084
분당선,1871,수원시청,3542,3558
분당선,1872,매교,561,587
수인선,1878,달월,22,22
수인선,1879,월곶,791,718
수인선,1880,소래포구,1627,1526
수인선,1881,인천논현,1802,1890
수인선,1882,호구포,950,948
수인선,1883,남동인더스파크,330,336
수인선,1884,원인재,1385,1508
수인선,1885,연수,1702,1672
수인선,1886,송도,873,887
6호선,2630,녹사평(용산구청),2323,2220
6호선,2631,이태원,6861,6045
6호선,2632,한강진,2436,2876
6호선,2633,버티고개,592,617
6호선,2634,약수,1062,1078
6호선,2635,청구,1012,1002
6호선,2636,신당,2520,3252
6호선,2637,동묘앞,3139,3148
6호선,2638,창신,985,895
6호선,2639,보문,2461,2324
6호선,2640,안암(고대병원앞),2913,2986
6호선,2641,고려대(종암),2301,2258
6호선,2642,월곡(동덕여대),3560,3362
6호선,2643,상월곡(한국과학기술연구원),1811,1650
6호선,2644,돌곶이,4203,3991
6호선,2645,석계,4006,3969
6호선,2646,태릉입구,1765,1945
6호선,2647,화랑대(서울여대입구),2684,2224
6호선,2648,봉화산(서울의료원),2509,2355
7호선,2711,장암,784,570
7호선,2712,도봉산,3200,4604
7호선,2713,수락산,5332,5331
7호선,2714,마들,3229,3090
7호선,2715,노원,6011,6065
7호선,2716,중계,3958,3532
7호선,2717,하계,5154,4671
7호선,2718,공릉(서울과학기술대),3806,3905
7호선,2719,태릉입구,2800,2434
7호선,2720,먹골,3498,3388
7호선,2721,중화,3916,3564
7호선,2722,상봉(시외버스터미널),6367,5908
7호선,2723,면목,5394,5155
7호선,2726,중곡,3062,2927
6호선,2629,삼각지,1702,1303
6호선,2628,효창공원앞,1925,1664
6호선,2627,공덕,4017,3740
6호선,2626,대흥(서강대앞),2102,2171
6호선,2625,광흥창(서강),2111,2038
6호선,2624,상수,3394,3761
6호선,2623,합정,5192,4673
6호선,2622,망원,5102,5472
6호선,2621,마포구청,4098,3722
6호선,2620,월드컵경기장(성산),2055,1975
6호선,2619,디지털미디어시티,3169,3211
6호선,2618,증산(명지대앞),3434,3395
6호선,2617,새절(신사),4075,3829
6호선,2616,구산,2204,1579
6호선,2614,독바위,952,1326
6호선,2613,불광,1859,1669
6호선,2612,역촌,1119,1369
6호선,2611,응암,5576,5676
5호선,2561,마천,1793,2091
5호선,2560,거여,2019,1948
5호선,2559,개롱,1569,1740
5호선,2558,오금,810,776
5호선,2557,방이,1751,1731
5호선,2556,올림픽공원(한국체대),895,819
5호선,2555,둔촌동,2237,2314
5호선,2554,상일동,3727,3585
5호선,2553,고덕,1938,1896
5호선,2552,명일,1721,1741
5호선,2551,굽은다리(강동구민회관앞),2589,2500
5호선,2550,길동,2222,2334
5호선,2549,강동,5494,5131
9호선2~3단계,4138,중앙보훈병원,1540,1528
경강선,1501,판교,1199,1137
경강선,1502,이매,309,200
경강선,1503,삼동,511,480
경강선,1504,경기광주,1677,1677
경강선,1505,초월,694,677
경강선,1506,곤지암,578,677
경강선,1507,신둔도예촌,325,333
경강선,1508,이천,760,861
경강선,1509,부발,490,928
경강선,1510,세종대왕릉,98,98
수인선,1888,인하대,1535,1514
3호선,334,도곡,3933,3938
공항철도 1호선,4201,서울역,4393,3901
경춘선,1317,평내호평,4109,4043
경춘선,1316,금곡,1202,1140
경춘선,1315,사릉,2576,2520
경춘선,1314,퇴계원,2825,2613
경춘선,1313,별내,1867,1844
경춘선,1312,갈매,2291,1966
경춘선,1311,신내,1013,1045
경인선,1823,도화,2911,2611
경인선,1822,중동,7466,7063
경인선,1821,온수(성공회대입구),4899,4803
경인선,1817,도원,2114,2155
경인선,1816,간석,4647,4414
경인선,1815,부개,6870,6532
경인선,1814,소사,7506,7085
경인선,1813,구일,4844,5034
경인선,1812,인천,2154,1614
경인선,1811,동인천,11303,10628
경인선,1810,제물포,7716,7239
경인선,1809,주안,15447,14105
경인선,1808,동암,13025,12789
경인선,1807,백운,5741,5756
경인선,1806,부평,22715,23728
경인선,1805,송내,24030,23707
경인선,1804,부천,26918,26659
경인선,1803,역곡,22343,22072
경인선,1802,오류동,9420,9008
경인선,1801,개봉,16704,16991
경의선,1284,문산,3767,3695
경의선,1283,파주,780,552
경의선,1282,월롱,1621,1491
경의선,1280,금촌,4842,4714
경의선,1279,금릉,3246,3188
경의선,1278,운정,4436,4149
경의선,1277,야당,4145,3982
경의선,1276,탄현,5681,5494
경의선,1275,일산,6739,6685
경의선,1274,풍산,3845,3513
경의선,1273,백마,5093,4828
경의선,1272,곡산,429,423
경의선,1271,능곡,2808,2516
경의선,1270,행신,5670,5628
경의선,1269,강매,2323,1949
경의선,1268,화전,1120,1051
경의선,1267,수색,1892,1907
경의선,1266,디지털미디어시티,1703,1621
경의선,1265,가좌,3833,3458
경의선,1264,홍대입구,1059,1220
경의선,1263,서강대,1387,1365
경의선,1262,공덕,2616,2472
경의선,1261,효창공원앞,2182,2501
경의선,1252,신촌,555,703
경의선,1251,서울역,3085,3911
경원선,1916,소요산,1774,1425
경원선,1915,동두천,1420,1665
경원선,1914,보산,1258,1063
경원선,1913,동두천중앙,2500,2354
경원선,1912,지행,4766,4637
경원선,1911,덕정,4378,4353
경원선,1910,덕계,1833,1669
경원선,1909,양주,6081,5680
경원선,1908,녹양,3740,3563
경원선,1907,가능,5169,4979
경원선,1906,의정부,14263,14551
경원선,1905,회룡,9835,9443
경원선,1904,망월사,5470,5675
경원선,1903,도봉산,5794,3434
경원선,1902,도봉,4791,4404
경원선,1901,방학,7628,7359
경원선,1021,녹천,3804,3200
경원선,1020,월계,4583,4322
경원선,1019,광운대,6596,5942
경원선,1018,석계,6549,7676
경원선,1017,신이문,7011,6396
경원선,1016,외대앞,5887,5815
경원선,1014,청량리(서울시립대입구),8380,9010
경원선,1013,왕십리(성동구청),10204,11477
경원선,1012,응봉,1301,1108
경원선,1011,옥수,32,18
경원선,1010,한남,3340,3232
경원선,1009,서빙고,1402,1258
경원선,1008,이촌(국립중앙박물관),2572,2035
경부선,1750,광명,2078,1756
경부선,1749,서동탄,1118,850
경부선,1729,당정,4753,4615
경부선,1728,천안,2376,2391
경부선,1727,두정,2388,2470
경부선,1726,직산,434,436
경부선,1725,성환,1920,1979
경부선,1724,평택,6953,6742
경부선,1723,지제,1530,1516
경부선,1722,서정리,3548,3673
경부선,1721,송탄,2702,2535
경부선,1720,진위,1091,957
경부선,1719,오산,6127,6238
경부선,1718,오산대,1922,1738
경부선,1717,세마,1681,1561
경부선,1716,병점,9203,9097
경부선,1715,세류,2235,2023
경부선,1714,독산,14138,14875
경부선,1713,수원,21267,22790
경부선,1712,화서,5568,5328
경부선,1711,성균관대,9973,9814
경부선,1710,의왕,7001,7065
경부선,1709,군포,6208,6331
경부선,1708,금정,19906,20888
경부선,1707,명학,7511,7421
경부선,1706,안양,16045,16038
경부선,1705,관악,5661,5179
경부선,1704,석수,8151,7018
경부선,1703,금천구청,9300,8986
경부선,1702,가산디지털단지,15152,17229
경부선,1701,구로,14791,14858
경부선,1032,신길,7539,6300
경부선,1007,신도림,3227,3083
경부선,1006,영등포,27628,28696
경부선,1005,대방,10264,10490
경부선,1004,노량진,6862,6870
경부선,1003,용산,22413,23020
경부선,1002,남영,7870,8372
경부선,1001,서울역,2162,780
경강선,1511,여주,1086,1030
경강선,1510,세종대왕릉,165,147
경강선,1509,부발,1018,1022
경강선,1508,이천,1487,1615
경강선,1507,신둔도예촌,728,673
경강선,1506,곤지암,1239,1256
경강선,1505,초월,1847,1904
경강선,1504,경기광주,4863,4664
경강선,1503,삼동,1662,1579
경강선,1502,이매,671,579
경강선,1501,판교,3134,2931
9호선2~3단계,4138,중앙보훈병원,7236,6381
9호선2~3단계,4137,둔촌오륜,610,596
9호선2~3단계,4136,올림픽공원(한국체대),3519,3491
9호선2~3단계,4135,한성백제,1591,1410
9호선2~3단계,4134,송파나루,3168,3240
9호선2~3단계,4133,석촌,5386,4744
9호선2~3단계,4132,석촌고분,4138,4230
9호선2~3단계,4131,삼전,4807,4715
9호선2~3단계,4130,종합운동장,3039,2981
9호선2~3단계,4129,봉은사,11150,11153
9호선2~3단계,4128,삼성중앙,4812,4991
9호선2~3단계,4127,선정릉,7146,7610
9호선2~3단계,4126,언주,7611,7818
9호선,4125,신논현,22498,22595
9호선,4124,사평,1999,2024
9호선,4123,고속터미널,6461,8233
9호선,4122,신반포,1758,1845
9호선,4121,구반포,1948,1987
9호선,4120,동작(현충원),1400,1130
9호선,4119,흑석(중앙대입구),5553,6039
9호선,4118,노들,3254,2867
9호선,4117,노량진,20228,20170
9호선,4116,샛강,4020,4292
9호선,4115,여의도,17388,17122
9호선,4114,국회의사당,13138,13218
9호선,4113,당산,13544,13466
9호선,4112,선유도,5604,5521
9호선,4111,신목동,2855,2653
9호선,4110,염창,13203,13052
9호선,4109,등촌,8304,8352
9호선,4108,증미,5927,5947
9호선,4107,가양,16230,16014
9호선,4106,양천향교,6898,7295
9호선,4105,마곡나루,7920,8036
9호선,4104,신방화,5260,5110
9호선,4103,공항시장,2342,2609
9호선,4102,김포공항,4786,5769
9호선,4101,개화,2220,1537
8호선,2827,모란,3275,2331
8호선,2826,수진,3876,3497
8호선,2825,신흥,3625,3888
8호선,2824,단대오거리,8167,8078
8호선,2823,남한산성입구(성남법원.검찰청),10683,9721
8호선,2822,산성,4108,4156
8호선,2821,복정,7883,6702
8호선,2820,장지,11922,11614
8호선,2819,문정,17700,18731
8호선,2818,가락시장,6220,7078
8호선,2817,송파,6558,6310
8호선,2816,석촌,5845,6691
8호선,2815,잠실(송파구청),9750,11154
8호선,2814,몽촌토성(평화의문),3986,4227
8호선,2813,강동구청,8185,8689
8호선,2812,천호(풍납토성),12905,14506
8호선,2811,암사,14522,12854
7호선,2761,부평구청,9583,7883
7호선,2760,굴포천,7110,7549
7호선,2759,삼산체육관,3623,3216
7호선,2758,상동,9733,10146
7호선,2757,부천시청,9709,9533
7호선,2756,신중동,11238,11108
7호선,2755,춘의,8162,8229
7호선,2754,부천종합운동장,3802,3198
7호선,2753,까치울,5926,5654
7호선,2752,온수(성공회대입구),8781,8097
7호선,2751,천왕,7988,7397
7호선,2750,광명사거리,19131,18939
7호선,2749,철산,17014,17460
7호선,2748,가산디지털단지,38438,39278
7호선,2747,남구로,13881,14614
7호선,2746,대림(구로구청),5371,5237
7호선,2745,신풍,8625,8378
7호선,2744,보라매,7576,7630
7호선,2743,신대방삼거리,13354,13005
