노선명,역ID,역명,승차총승객수,하차총승객수
안산선,1760,신길온천,1481,1341
안산선,1759,안산,11859,10447
안산선,1761,정왕,6507,6992
안산선,1762,오이도,8916,8460
안산선,1763,수리산,4112,3268
우이신설선,4701,북한산우이,2832,2532
우이신설선,4702,솔밭공원,2357,2347
우이신설선,4703,4.19민주묘지,2636,2598
우이신설선,4704,가오리,4145,4231
우이신설선,4705,화계,3436,3378
우이신설선,4706,삼양,2002,2232
우이신설선,4707,삼양사거리,2484,2543
우이신설선,4708,솔샘,5764,5586
우이신설선,4709,북한산보국문,5798,5713
우이신설선,4710,정릉,4258,4091
우이신설선,4711,성신여대입구(돈암),3171,3291
우이신설선,4712,보문,1563,1637
우이신설선,4713,신설동,2184,2233
일산선,1948,원흥,9259,8738
일산선,1950,삼송,17839,17202
일산선,1951,원당,11277,10889
일산선,1952,화정,18217,19087
일산선,1953,대곡,1672,1179
일산선,1954,백석,10415,10310
일산선,1955,마두,7836,8248
일산선,1956,정발산,7169,7439
일산선,1957,주엽,8938,9128
일산선,1958,대화,14701,11590
장항선,1401,봉명,1238,1208
장항선,1402,쌍용(나사렛대),1661,1517
장항선,1403,아산,2005,1883
장항선,1405,배방,774,715
장항선,1407,온양온천,3298,3277
장항선,1408,신창(순천향대),833,760
중앙선,1015,회기,24957,24142
중앙선,1201,중랑,5637,5371
중앙선,1202,상봉(시외버스터미널),5903,5674
중앙선,1203,망우,7411,7316
중앙선,1204,양원,1788,1872
중앙선,1205,구리,13754,14029
중앙선,1206,도농,9995,8972
중앙선,1207,양정,814,682
중앙선,1208,덕소,5958,5936
중앙선,1209,도심,2678,2055
중앙선,1210,팔당,609,602
중앙선,1211,운길산,587,572
중앙선,1212,양수,1600,1617
중앙선,1213,신원,153,132
중앙선,1214,국수,624,605
중앙선,1215,아신,525,517
중앙선,1216,오빈,277,251
중앙선,1217,양평,2606,2625
중앙선,1218,원덕,286,277
중앙선,1219,용문,1627,1630
중앙선,1220,지평,42,28
2호선,222,강남,103200,103228
2호선,221,역삼,59672,64976
2호선,220,선릉,64433,57180
2호선,219,삼성(무역센터),59002,59904
2호선,218,종합운동장,8113,8782
2호선,217,잠실새내,23509,23523
2호선,216,잠실(송파구청),73810,71859
2호선,215,잠실나루,16219,15823
2호선,214,강변(동서울터미널),35641,34430
2호선,213,구의(광진구청),25665,25382
2호선,212,건대입구,36061,38602
2호선,211,성수,35401,38039
2호선,210,뚝섬,21689,23148
2호선,209,한양대,7977,8635
2호선,208,왕십리(성동구청),17877,14799
2호선,207,상왕십리,15083,14655
2호선,206,신당,14715,15357
2호선,205,동대문역사문화공원,14719,16710
2호선,204,을지로4가,14383,14060
2호선,203,을지로3가,25532,25099
2호선,202,을지로입구,48960,49980
2호선,201,시청,29085,28147
1호선,159,동묘앞,7680,8062
1호선,158,청량리(서울시립대입구),21179,21383
1호선,157,제기동,17424,17861
1호선,156,신설동,15629,15484
1호선,155,동대문,11866,12054
1호선,154,종로5가,24859,24243
1호선,153,종로3가,29523,28059
1호선,152,종각,45340,43607
1호선,151,시청,26051,26010
1호선,150,서울역,48476,45855
분당선,1870,매탄권선,4262,4138
분당선,1869,망포,13434,12797
분당선,1868,영통,8264,8410
분당선,1867,청명,4176,3913
분당선,1866,상갈,5642,5306
분당선,1865,기흥,9939,9526
분당선,1864,신갈,4935,4871
분당선,1863,구성,5112,5165
분당선,1862,죽전,13856,15322
분당선,1861,보정,2628,2228
분당선,1860,이매,5790,5590
분당선,1859,오리,12787,10889
분당선,1858,미금,17599,18847
분당선,1857,정자,18314,19590
분당선,1856,수내,14657,14547
분당선,1855,서현,28424,28715
분당선,1854,야탑,28243,29559
분당선,1853,모란,24878,25417
분당선,1852,태평,14452,14205
분당선,1851,가천대,6612,7710
분당선,1850,선정릉,9123,9519
분당선,1849,강남구청,10733,12291
분당선,1848,압구정로데오,17362,19116
분당선,1847,서울숲,8958,9046
분당선,1846,수원,7471,5268
분당선,1031,복정,1,0
분당선,1030,수서,14573,14764
분당선,1028,대모산입구,3620,3476
분당선,1027,개포동,3881,4109
분당선,1026,구룡,1718,1703
분당선,1025,도곡,7103,7295
분당선,1024,한티,14693,15864
분당선,1023,선릉,14304,22741
과천선,1457,범계,27235,26716
과천선,1456,평촌,18968,18837
과천선,1455,인덕원,25383,26531
과천선,1454,정부과천청사,10949,10779
과천선,1453,과천,5086,4802
과천선,1452,대공원,1799,1950
과천선,1451,경마공원,921,942
과천선,1450,선바위,9301,7958
공항철도 1호선,4217,영종,2512,2587
공항철도 1호선,4215,인천공항2터미널,4476,3735
공항철도 1호선,4213,인천공항1터미널,12911,11537
공항철도 1호선,4212,공항화물청사,2495,2813
공항철도 1호선,4211,운서,6883,7036
공항철도 1호선,4210,청라국제도시,6537,6208
공항철도 1호선,4209,검암,7929,7646
공항철도 1호선,4208,계양,9892,8898
공항철도 1호선,4207,김포공항,8716,5156
공항철도 1호선,4206,마곡나루,7629,6708
공항철도 1호선,4204,디지털미디어시티,14744,13186
공항철도 1호선,4203,홍대입구,10123,10392
공항철도 1호선,4202,공덕,2398,3069
공항철도 1호선,4201,서울역,9756,8243
경춘선,1329,춘천,1113,968
경춘선,1328,남춘천,2094,2160
경춘선,1327,김유정,262,270
경춘선,1326,강촌,316,283
경춘선,1325,백양리,260,210
경춘선,1324,굴봉산,120,131
경춘선,1323,가평,1625,1639
경춘선,1322,상천,189,195
경춘선,1321,청평,1656,1484
경춘선,1320,대성리,584,363
경춘선,1319,마석,3589,3560
경춘선,1318,천마산,1549,1375
경춘선,1317,평내호평,5813,5816
경춘선,1316,금곡,1553,1429
경춘선,1315,사릉,3353,3249
경춘선,1314,퇴계원,3650,3443
경춘선,1313,별내,2556,2480
경춘선,1312,갈매,2905,2482
경춘선,1311,신내,1338,1370
경인선,1823,도화,3963,3600
경인선,1822,중동,9185,8620
경인선,1821,온수(성공회대입구),6520,6550
경인선,1817,도원,3025,3144
경인선,1816,간석,6207,6014
경인선,1815,부개,8777,8441
경인선,1814,소사,9482,9008
경인선,1813,구일,6537,6663
경인선,1812,인천,2816,1988
경인선,1811,동인천,14306,13535
경인선,1810,제물포,10369,9758
경인선,1809,주안,20504,18509
경인선,1808,동암,16285,16192
경인선,1807,백운,7709,7709
경인선,1806,부평,31424,33427
경인선,1805,송내,29651,29509
경인선,1804,부천,30514,29985
경인선,1803,역곡,27695,27807
경인선,1802,오류동,12290,11629
경인선,1801,개봉,22293,22831
경의선,1291,서울역,1,0
경의선,1284,문산,5017,5079
경의선,1283,파주,1054,743
경의선,1282,월롱,2089,1756
경의선,1280,금촌,6166,6076
경의선,1279,금릉,4362,4284
경의선,1278,운정,5906,5551
경의선,1277,야당,5438,5261
경의선,1276,탄현,7528,7398
경의선,1275,일산,8627,8537
경의선,1274,풍산,5199,4809
경의선,1273,백마,6680,6366
경의선,1272,곡산,498,538
경의선,1271,능곡,3445,3242
경의선,1270,행신,7813,7635
경의선,1269,강매,2997,2495
경의선,1268,화전,1450,1342
경의선,1267,수색,2496,2536
경의선,1266,디지털미디어시티,2468,2309
경의선,1265,가좌,5254,4864
경의선,1264,홍대입구,1638,1853
경의선,1263,서강대,2078,2084
경의선,1262,공덕,3799,3202
경의선,1261,효창공원앞,2897,3302
경의선,1252,신촌,911,1204
경의선,1251,서울역,4297,5500
경원선,1916,소요산,2573,2094
경원선,1915,동두천,1913,2248
경원선,1914,보산,1567,1366
경원선,1913,동두천중앙,3309,3192
경원선,1912,지행,6467,6372
경원선,1911,덕정,5632,5485
경원선,1910,덕계,2342,2096
경원선,1909,양주,7975,7380
경원선,1908,녹양,5068,4840
경원선,1907,가능,6596,6443
경원선,1906,의정부,18452,18542
경원선,1905,회룡,12797,12571
경원선,1904,망월사,7686,7757
경원선,1903,도봉산,7496,4417
경원선,1902,도봉,6154,5787
경원선,1901,방학,9614,9365
경원선,1021,녹천,4914,4134
경원선,1020,월계,6050,5792
경원선,1019,광운대,8361,7754
경원선,1018,석계,8902,10221
경원선,1017,신이문,9292,8294
경원선,1016,외대앞,8014,7912
경원선,1014,청량리(서울시립대입구),12893,14097
경원선,1013,왕십리(성동구청),14191,16188
경원선,1012,응봉,1773,1570
경원선,1011,옥수,46,29
경원선,1010,한남,4677,4417
경원선,1009,서빙고,1924,1858
경원선,1008,이촌(국립중앙박물관),4017,3103
경부선,1750,광명,2912,2393
경부선,1749,서동탄,1563,1206
경부선,1729,당정,6224,5845
경부선,1728,천안,4187,4326
경부선,1727,두정,3961,3917
경부선,1726,직산,687,674
경부선,1725,성환,2721,2724
경부선,1724,평택,9505,9252
경부선,1723,지제,2092,1864
경부선,1722,서정리,4512,4494
경부선,1721,송탄,3396,3258
경부선,1720,진위,1300,1170
경부선,1719,오산,8146,8043
경부선,1718,오산대,2484,2240
경부선,1717,세마,2330,2103
경부선,1716,병점,12721,12671
경부선,1715,세류,3136,2914
경부선,1714,독산,17473,18551
경부선,1713,수원,30230,32188
경부선,1712,화서,7036,6906
경부선,1711,성균관대,12971,12865
경부선,1710,의왕,8866,8719
경부선,1709,군포,7469,7447
경부선,1708,금정,25883,26655
경부선,1707,명학,9261,9033
경부선,1706,안양,21549,21618
경부선,1705,관악,7586,6986
경부선,1704,석수,10475,9272
경부선,1703,금천구청,11881,11521
경부선,1702,가산디지털단지,19463,22435
경부선,1701,구로,18769,18845
경부선,1032,신길,9573,8177
경부선,1007,신도림,3926,3922
경부선,1006,영등포,39210,40519
경부선,1005,대방,14282,14704
경부선,1004,노량진,9739,9562
경부선,1003,용산,31600,32327
경부선,1002,남영,10590,11161
경부선,1001,서울역,4564,1305
경강선,1511,여주,1566,1572
경강선,1510,세종대왕릉,254,231
경강선,1509,부발,1567,1479
경강선,1508,이천,2246,2436
경강선,1507,신둔도예촌,1072,971
경강선,1506,곤지암,1759,1653
경강선,1505,초월,2637,2549
경강선,1504,경기광주,6946,6662
경강선,1503,삼동,2441,2141
경강선,1502,이매,1078,928
경강선,1501,판교,4689,4562
9호선2~3단계,4138,중앙보훈병원,9866,9014
9호선2~3단계,4137,둔촌오륜,823,846
9호선2~3단계,4136,올림픽공원(한국체대),5179,5024
9호선2~3단계,4135,한성백제,2240,2046
9호선2~3단계,4134,송파나루,4267,4698
9호선2~3단계,4133,석촌,7646,6534
9호선2~3단계,4132,석촌고분,5437,5524
9호선2~3단계,4131,삼전,6434,6312
9호선2~3단계,4130,종합운동장,4665,4387
9호선2~3단계,4129,봉은사,18099,18134
9호선2~3단계,4128,삼성중앙,7065,7324
9호선2~3단계,4127,선정릉,9536,10476
9호선2~3단계,4126,언주,10623,10613
9호선,4125,신논현,34381,34547
9호선,4124,사평,3163,3247
9호선,4123,고속터미널,11340,15021
9호선,4122,신반포,2906,2958
9호선,4121,구반포,3084,3201
9호선,4120,동작(현충원),1822,1419
9호선,4119,흑석(중앙대입구),8256,8928
9호선,4118,노들,4645,4080
9호선,4117,노량진,28390,28378
9호선,4116,샛강,5811,6216
9호선,4115,여의도,26276,25211
9호선,4114,국회의사당,18695,18147
9호선,4113,당산,19755,19399
9호선,4112,선유도,8264,7859
9호선,4111,신목동,4130,3758
9호선,4110,염창,17979,17697
9호선,4109,등촌,11039,11433
9호선,4108,증미,7534,7566
9호선,4107,가양,21585,20985
9호선,4106,양천향교,9325,9801
9호선,4105,마곡나루,10620,10611
9호선,4104,신방화,7263,7311
9호선,4103,공항시장,2862,3362
9호선,4102,김포공항,6925,8751
9호선,4101,개화,2760,1859
8호선,2827,모란,5390,4095
8호선,2826,수진,5484,5189
8호선,2825,신흥,4766,5174
8호선,2824,단대오거리,10975,10509
8호선,2823,남한산성입구(성남법원.검찰청),13963,12763
8호선,2822,산성,5494,5435
8호선,2821,복정,10734,9325
8호선,2820,장지,18243,17427
8호선,2819,문정,23091,23935
8호선,2818,가락시장,8312,9243
8호선,2817,송파,9674,9378
8호선,2816,석촌,8505,9663
8호선,2815,잠실(송파구청),14539,16381
8호선,2814,몽촌토성(평화의문),5697,6149
8호선,2813,강동구청,11617,11976
8호선,2812,천호(풍납토성),17914,20248
8호선,2811,암사,19963,17801
7호선,2761,부평구청,12399,10206
7호선,2760,굴포천,9065,9893
7호선,2759,삼산체육관,5033,4493
7호선,2758,상동,13298,13730
7호선,2757,부천시청,11774,11747
7호선,2756,신중동,14605,14564
7호선,2755,춘의,9865,9608
7호선,2754,부천종합운동장,4759,3998
7호선,2753,까치울,7015,6726
7호선,2752,온수(성공회대입구),10879,10066
7호선,2751,천왕,10456,9685
7호선,2750,광명사거리,24546,24105
7호선,2749,철산,23373,24238
7호선,2748,가산디지털단지,49428,49163
7호선,2747,남구로,16914,18083
7호선,2746,대림(구로구청),7334,7248
7호선,2745,신풍,11317,10959
7호선,2744,보라매,10429,10669
7호선,2743,신대방삼거리,17887,17110
7호선,2742,장승배기,11026,10820
7호선,2741,상도,11312,10921
7호선,2740,숭실대입구(살피재),12504,12623
7호선,2739,남성,12110,11279
7호선,2738,이수,17203,16704
7호선,2737,내방,15219,15773
7호선,2736,고속터미널,16008,14081
7호선,2735,반포,6432,6294
7호선,2734,논현,21856,24269
7호선,2733,학동,25901,27786
7호선,2732,강남구청,17324,19218
7호선,2731,청담,22570,25349
7호선,2730,뚝섬유원지,7138,7038
7호선,2729,건대입구,12906,13800
7호선,2728,어린이대공원(세종대),12347,12044
7호선,2727,군자(능동),15355,12200
7호선,2726,중곡,10774,10093
7호선,2725,용마산,6382,6097
7호선,2724,사가정,16266,16318
7호선,2723,면목,15940,15646
7호선,2722,상봉(시외버스터미널),17914,16858
7호선,2721,중화,11816,11548
7호선,2720,먹골,10767,10558
7호선,2719,태릉입구,8329,7609
7호선,2718,공릉(서울과학기술대),12535,12632
7호선,2717,하계,19210,18310
7호선,2716,중계,16108,14908
7호선,2715,노원,21108,22066
7호선,2714,마들,12573,12295
7호선,2713,수락산,12981,13381
7호선,2712,도봉산,9337,10793
7호선,2711,장암,2709,851
6호선,2648,봉화산(서울의료원),10354,9201
6호선,2647,화랑대(서울여대입구),12380,9609
6호선,2646,태릉입구,5544,6200
6호선,2645,석계,13264,13745
6호선,2644,돌곶이,8996,8584
6호선,2643,상월곡(한국과학기술연구원),6438,5774
6호선,2642,월곡(동덕여대),12070,11856
6호선,2641,고려대(종암),8392,8322
6호선,2640,안암(고대병원앞),10994,10849
6호선,2639,보문,7978,7360
6호선,2638,창신,3823,3055
6호선,2637,동묘앞,8294,8679
6호선,2636,신당,9045,9570
6호선,2635,청구,4097,4488
6호선,2634,약수,3875,3983
6호선,2633,버티고개,2399,2342
6호선,2632,한강진,7822,9040
6호선,2631,이태원,10906,11541
6호선,2630,녹사평(용산구청),5263,5253
6호선,2629,삼각지,6163,5474
6호선,2628,효창공원앞,7459,6830
6호선,2627,공덕,20380,19970
6호선,2626,대흥(서강대앞),9155,9593
6호선,2625,광흥창(서강),10232,10093
6호선,2624,상수,9402,10385
6호선,2623,합정,14115,13588
6호선,2622,망원,14800,16082
6호선,2621,마포구청,15462,13963
6호선,2620,월드컵경기장(성산),4108,4391
6호선,2619,디지털미디어시티,14881,16598
6호선,2618,증산(명지대앞),10663,10442
6호선,2617,새절(신사),13778,13123
6호선,2616,구산,8130,6312
6호선,2615,연신내,1,0
6호선,2614,독바위,3007,3244
6호선,2613,불광,4685,4660
6호선,2612,역촌,4051,4736
6호선,2611,응암,18336,18559
5호선,2561,마천,5421,5508
5호선,2560,거여,8200,7695
5호선,2559,개롱,7439,7628
5호선,2558,오금,3974,4055
5호선,2557,방이,7711,8074
5호선,2556,올림픽공원(한국체대),4534,3970
5호선,2555,둔촌동,9044,9234
5호선,2554,상일동,16634,14220
5호선,2553,고덕,9680,9820
5호선,2552,명일,9017,9461
5호선,2551,굽은다리(강동구민회관앞),9580,9196
5호선,2550,길동,7769,8407
5호선,2549,강동,21314,18916
5호선,2548,천호(풍납토성),18807,19528
5호선,2547,광나루(장신대),13914,12517
5호선,2546,아차산(어린이대공원후문),15268,14907
5호선,2545,군자(능동),11633,12578
5호선,2544,장한평,19444,19529
5호선,2543,답십리,17472,16047
5호선,2542,마장,6292,6163
5호선,2541,왕십리(성동구청),4978,5414
5호선,2540,행당,8944,8057
5호선,2539,신금호,6935,7151
5호선,2538,청구,4493,4125
5호선,2537,동대문역사문화공원,3596,3956
5호선,2536,을지로4가,6342,6413
5호선,2535,종로3가,14250,13771
5호선,2534,광화문(세종문화회관),36969,38339
5호선,2533,서대문,20507,20802
5호선,2532,충정로(경기대입구),5201,5425
5호선,2531,애오개,8013,8093
5호선,2530,공덕,15964,16974
5호선,2529,마포,15806,16189
5호선,2528,여의나루,8036,8337
5호선,2527,여의도,29774,30657
5호선,2526,신길,3824,4362
5호선,2525,영등포시장,9997,10270
5호선,2524,영등포구청,4164,4252
5호선,2523,양평,8047,7966
5호선,2522,오목교(목동운동장앞),24880,26483
5호선,2521,목동,18687,20700
5호선,2520,신정(은행정),14703,11442
5호선,2519,까치산,31287,30056
5호선,2518,화곡,31013,29323
5호선,2517,우장산,15712,15647
5호선,2516,발산,20302,20456
5호선,2515,마곡,8288,7758
5호선,2514,송정,7400,6808
5호선,2513,김포공항,6715,5983
5호선,2512,개화산,6059,5752
5호선,2511,방화,7340,7089
4호선,434,남태령,1327,1154
4호선,433,사당,27069,22782
4호선,432,총신대입구(이수),21077,22998
4호선,431,동작(현충원),2100,2206
4호선,430,이촌(국립중앙박물관),7547,8488
4호선,429,신용산,16801,17468
4호선,428,삼각지,5257,5648
4호선,427,숙대입구(갈월),14800,14585
4호선,426,서울역,14109,19807
4호선,425,회현(남대문시장),26154,27622
4호선,424,명동,28735,30304
4호선,423,충무로,31340,31934
4호선,422,동대문역사문화공원,18958,17412
4호선,421,동대문,21389,21983
4호선,420,혜화,33199,33740
4호선,419,한성대입구(삼선교),14584,14264
4호선,418,성신여대입구(돈암),20426,19466
4호선,417,길음,21924,21304
4호선,416,미아사거리,30140,29274
4호선,415,미아(서울사이버대학),16294,15580
4호선,414,수유(강북구청),37407,37422
4호선,413,쌍문,32713,30157
4호선,412,창동,28051,30264
4호선,411,노원,21542,24060
4호선,410,상계,20804,19086
4호선,409,당고개,13555,12593
3호선,342,오금,7087,6446
3호선,341,경찰병원,8591,8574
3호선,340,가락시장,10005,9767
3호선,339,수서,17893,17981
3호선,338,일원,10694,10828
3호선,337,대청,11120,10217
3호선,336,학여울,1870,1965
3호선,335,대치,12585,12502
3호선,334,도곡,6009,5998
3호선,333,매봉,12623,12100
3호선,332,양재(서초구청),43625,46692
3호선,331,남부터미널(예술의전당),32259,33162
3호선,330,교대(법원.검찰청),15633,10210
3호선,329,고속터미널,40058,38177
3호선,328,잠원,6365,6312
3호선,327,신사,33537,35550
3호선,326,압구정,34232,36950
3호선,325,옥수,9695,10177
3호선,324,금호,8862,8350
3호선,323,약수,14506,13938
3호선,322,동대입구,7017,7435
3호선,321,충무로,2,0
3호선,320,을지로3가,12762,12818
3호선,319,종로3가,11686,13309
3호선,318,안국,24460,24870
3호선,317,경복궁(정부서울청사),20443,19988
3호선,316,독립문,8101,8172
3호선,315,무악재,4289,4374
3호선,314,홍제,18686,18011
3호선,313,녹번,14654,13253
3호선,312,불광,17691,18936
3호선,311,연신내,41738,39651
3호선,310,구파발,23156,21464
3호선,309,지축,2378,2473
2호선,250,용두(동대문구청),2403,2596
2호선,249,신정네거리,9937,10236
2호선,248,양천구청,7277,7825
2호선,247,도림천,1506,1654
2호선,246,신설동,3824,3616
2호선,245,신답,1711,1969
2호선,244,용답,2627,2560
2호선,243,충정로(경기대입구),11994,12589
2호선,242,아현,10436,10151
2호선,241,이대,15379,16064
2호선,240,신촌,41166,42269
2호선,239,홍대입구,62935,65944
2호선,238,합정,33003,33850
2호선,237,당산,21170,24628
2호선,236,영등포구청,25391,25427
2호선,235,문래,22854,23078
2호선,234,신도림,54226,53111
2호선,233,대림(구로구청),26212,26423
2호선,232,구로디지털단지,68371,68631
2호선,231,신대방,28580,27717
2호선,230,신림,69572,68381
2호선,229,봉천,26439,24661
2호선,228,서울대입구(관악구청),52406,50992
2호선,227,낙성대,30069,29245
2호선,226,사당,40378,43668
2호선,225,방배,18772,19607
2호선,224,서초,23787,23473
2호선,223,교대(법원.검찰청),38208,43029
분당선,1871,수원시청,10972,11909
분당선,1872,매교,2136,2167
수인선,1878,달월,86,48
수인선,1879,월곶,2174,2047
수인선,1880,소래포구,3854,3613
수인선,1881,인천논현,5700,5922
수인선,1882,호구포,3590,3663
수인선,1883,남동인더스파크,2400,2539
수인선,1884,원인재,4070,4292
수인선,1885,연수,4416,4499
수인선,1886,송도,2537,2295
수인선,1888,인하대,5127,4832
수인선,1889,숭의,3587,3383
수인선,1890,신포,1535,1577
수인선,1891,인천,774,1332
안산선,1751,산본,16489,17539
안산선,1752,대야미,4671,4154
안산선,1753,반월,4265,4034
안산선,1754,상록수,18178,18239
안산선,1755,한대앞,7433,7482
안산선,1756,중앙,15453,16187
안산선,1757,고잔,8135,7890
과천선,1451,경마공원,1908,1875
과천선,1453,과천,4812,4509
과천선,1454,정부과천청사,13611,13734
과천선,1455,인덕원,24663,25727
과천선,1456,평촌,18751,18757
과천선,1457,범계,27106,26157
분당선,1023,선릉,13964,22417
분당선,1024,한티,14362,15681
분당선,1025,도곡,6720,6998
분당선,1026,구룡,1683,1668
분당선,1027,개포동,3924,4197
분당선,1028,대모산입구,3534,3294
분당선,1030,수서,14079,14329
분당선,1031,복정,1,0
분당선,1846,수원,7384,5175
분당선,1847,서울숲,8784,8910
분당선,1848,압구정로데오,16641,18657
분당선,1849,강남구청,10563,12152
분당선,1850,선정릉,9049,9606
분당선,1851,가천대,6462,7510
분당선,1852,태평,13801,13504
분당선,1853,모란,20457,20125
분당선,1854,야탑,28367,29885
분당선,1855,서현,27671,27994
분당선,1856,수내,14054,14087
분당선,1857,정자,18117,19189
분당선,1858,미금,17122,18216
분당선,1859,오리,12355,10392
분당선,1860,이매,5496,5357
분당선,1861,보정,2448,2062
분당선,1862,죽전,13410,15008
분당선,1863,구성,4877,5003
분당선,1864,신갈,4728,4596
분당선,1865,기흥,9874,9208
분당선,1866,상갈,5625,5100
분당선,1867,청명,4095,3818
분당선,1868,영통,8039,8146
분당선,1869,망포,13560,12853
분당선,1870,매탄권선,4206,3968
분당선,1871,수원시청,10696,11872
분당선,1872,매교,2053,2032
수인선,1878,달월,70,48
수인선,1879,월곶,2242,2078
수인선,1880,소래포구,3635,3285
수인선,1881,인천논현,5626,5803
수인선,1882,호구포,3464,3530
수인선,1883,남동인더스파크,2378,2556
수인선,1884,원인재,4047,4168
수인선,1885,연수,4437,4533
수인선,1886,송도,2288,2141
수인선,1888,인하대,4771,4658
수인선,1889,숭의,3554,3220
수인선,1890,신포,1499,1503
수인선,1891,인천,772,1307
안산선,1751,산본,16453,17412
안산선,1752,대야미,4616,4062
안산선,1753,반월,4209,3954
안산선,1754,상록수,17622,17385
안산선,1755,한대앞,7307,7227
안산선,1756,중앙,15279,16048
안산선,1757,고잔,7790,7610
안산선,1758,초지,3882,3944
안산선,1759,안산,11702,10117
안산선,1760,신길온천,1405,1293
안산선,1761,정왕,6094,6667
안산선,1762,오이도,8663,8174
안산선,1763,수리산,4102,3145
우이신설선,4701,북한산우이,2089,1796
우이신설선,4702,솔밭공원,2240,2172
우이신설선,4703,4.19민주묘지,2448,2407
우이신설선,4704,가오리,3959,4001
우이신설선,4705,화계,3168,3054
우이신설선,4706,삼양,1879,2116
우이신설선,4707,삼양사거리,2253,2400
우이신설선,4708,솔샘,5646,5336
우이신설선,4709,북한산보국문,5557,5458
우이신설선,4710,정릉,4123,3934
우이신설선,4711,성신여대입구(돈암),3026,3208
우이신설선,4712,보문,1444,1553
우이신설선,4713,신설동,2123,2144
일산선,1948,원흥,9103,8422
일산선,1950,삼송,17506,16661
일산선,1951,원당,10725,10294
일산선,1952,화정,18192,18969
일산선,1953,대곡,1579,1132
일산선,1954,백석,9939,9937
일산선,1955,마두,7683,8080
일산선,1956,정발산,6870,7119
일산선,1957,주엽,8255,8556
일산선,1958,대화,14476,11303
장항선,1401,봉명,1074,1071
장항선,1402,쌍용(나사렛대),1491,1363
장항선,1403,아산,1997,1796
장항선,1405,배방,714,694
장항선,1407,온양온천,2586,2591
장항선,1408,신창(순천향대),732,737
중앙선,1015,회기,23930,22902
중앙선,1201,중랑,5411,5135
중앙선,1202,상봉(시외버스터미널),5604,5421
중앙선,1203,망우,7177,7075
중앙선,1204,양원,1623,1744
중앙선,1205,구리,12535,12365
중앙선,1206,도농,9429,8573
중앙선,1207,양정,783,675
중앙선,1208,덕소,5610,5494
중앙선,1209,도심,2495,1969
중앙선,1210,팔당,636,613
중앙선,1211,운길산,448,402
중앙선,1212,양수,1376,1323
중앙선,1213,신원,118,122
중앙선,1214,국수,597,559
중앙선,1215,아신,422,408
중앙선,1216,오빈,230,250
중앙선,1217,양평,2288,2315
중앙선,1218,원덕,261,257
중앙선,1219,용문,1819,1781
중앙선,1220,지평,28,20
1호선,151,시청,25340,25517
1호선,152,종각,44730,43016
1호선,153,종로3가,28444,26886
1호선,154,종로5가,22864,22545
1호선,155,동대문,11320,11372
1호선,156,신설동,15472,15080
1호선,157,제기동,15467,15527
1호선,158,청량리(서울시립대입구),19423,19408
1호선,159,동묘앞,6729,7089
2호선,201,시청,28767,27874
2호선,202,을지로입구,48185,49208
2호선,203,을지로3가,25519,25496
2호선,204,을지로4가,13719,13225
2호선,205,동대문역사문화공원,14567,16201
2호선,206,신당,14207,14777
2호선,207,상왕십리,14742,14265
2호선,208,왕십리(성동구청),18123,15068
2호선,209,한양대,7591,8310
2호선,210,뚝섬,21391,22909
2호선,211,성수,35103,37778
2호선,212,건대입구,35426,38057
2호선,213,구의(광진구청),25052,24422
2호선,214,강변(동서울터미널),34758,33625
2호선,215,잠실나루,15763,15134
2호선,216,잠실(송파구청),72954,71788
2호선,217,잠실새내,23050,23133
1호선,150,서울역,46922,44674
2호선,218,종합운동장,7881,8514
2호선,219,삼성(무역센터),59317,60697
2호선,220,선릉,63230,56110
2호선,221,역삼,59289,64570
2호선,222,강남,102545,103379
2호선,223,교대(법원.검찰청),37863,42848
2호선,224,서초,23509,23645
2호선,225,방배,18450,19057
2호선,226,사당,39729,42689
2호선,227,낙성대,29238,28371
2호선,228,서울대입구(관악구청),51183,49600
2호선,229,봉천,25755,23980
2호선,230,신림,68551,66599
2호선,231,신대방,27797,26912
2호선,232,구로디지털단지,66827,67502
2호선,233,대림(구로구청),25195,25371
2호선,234,신도림,52817,51494
2호선,235,문래,22149,22335
2호선,236,영등포구청,24116,24447
2호선,237,당산,20767,24116
2호선,238,합정,32700,34204
2호선,239,홍대입구,63059,66026
2호선,240,신촌,40325,41329
2호선,241,이대,15148,15909
2호선,242,아현,10187,9818
2호선,243,충정로(경기대입구),11874,12625
2호선,244,용답,2505,2458
2호선,245,신답,1652,1969
2호선,246,신설동,3677,3676
2호선,247,도림천,1459,1640
2호선,248,양천구청,7126,7602
2호선,249,신정네거리,9624,9846
2호선,250,용두(동대문구청),2349,2515
3호선,309,지축,2294,2374
3호선,310,구파발,22182,20439
3호선,311,연신내,40574,38585
3호선,312,불광,16723,17898
3호선,313,녹번,14418,12668
3호선,314,홍제,17896,17209
3호선,315,무악재,4085,4116
3호선,316,독립문,7282,7533
3호선,317,경복궁(정부서울청사),21062,21059
3호선,318,안국,23078,23801
3호선,319,종로3가,11228,12823
3호선,320,을지로3가,12394,12847
3호선,321,충무로,2,0
3호선,322,동대입구,8144,8612
3호선,323,약수,13929,13586
3호선,324,금호,8615,8008
3호선,325,옥수,9199,9691
3호선,326,압구정,32984,35511
3호선,327,신사,32329,34530
3호선,328,잠원,6134,5947
3호선,329,고속터미널,40045,38165
3호선,330,교대(법원.검찰청),15349,9959
