노선명,역ID,역명,승차총승객수,하차총승객수
중앙선,1216,오빈,219,218
중앙선,1215,아신,479,474
중앙선,1214,국수,545,541
중앙선,1213,신원,146,177
중앙선,1212,양수,1487,1598
중앙선,1211,운길산,688,652
중앙선,1210,팔당,932,967
중앙선,1209,도심,1592,1419
중앙선,1208,덕소,4519,4367
중앙선,1207,양정,513,451
중앙선,1206,도농,6359,5830
중앙선,1205,구리,10195,10619
중앙선,1204,양원,1025,1009
중앙선,1203,망우,6171,6084
중앙선,1202,상봉(시외버스터미널),4707,4598
중앙선,1201,중랑,4252,4121
중앙선,1015,회기,19530,18877
장항선,1408,신창(순천향대),744,733
장항선,1407,온양온천,3225,3160
장항선,1405,배방,728,629
장항선,1403,아산,1996,1931
장항선,1402,쌍용(나사렛대),1302,1184
장항선,1401,봉명,707,677
일산선,1958,대화,9006,7708
일산선,1957,주엽,6259,6033
일산선,1956,정발산,6116,6743
일산선,1955,마두,4958,5033
경춘선,1326,강촌,421,507
경춘선,1325,백양리,341,286
경춘선,1324,굴봉산,132,190
경춘선,1323,가평,1628,1724
경춘선,1322,상천,255,260
경춘선,1321,청평,1644,1666
경춘선,1320,대성리,786,903
경춘선,1319,마석,2732,2653
경춘선,1318,천마산,1181,1143
경춘선,1317,평내호평,4128,4026
경춘선,1316,금곡,957,907
경춘선,1315,사릉,2190,2152
경춘선,1314,퇴계원,2496,2299
경춘선,1313,별내,1905,1907
경춘선,1312,갈매,1618,1434
경춘선,1311,신내,856,896
경인선,1823,도화,3029,2706
경인선,1822,중동,6465,6244
경인선,1821,온수(성공회대입구),4966,4632
경인선,1817,도원,2377,2413
경인선,1816,간석,4580,4352
경인선,1815,부개,6516,6203
경인선,1814,소사,8299,8130
경인선,1813,구일,4205,4026
경인선,1812,인천,2953,2496
경인선,1811,동인천,12155,11834
경인선,1810,제물포,7684,7102
경인선,1809,주안,17405,15672
경인선,1808,동암,13313,13526
경인선,1807,백운,6027,5883
경인선,1806,부평,31065,35131
경인선,1805,송내,19964,19284
경인선,1804,부천,30442,31208
경인선,1803,역곡,20851,20131
경인선,1802,오류동,9224,8652
경인선,1801,개봉,16956,16622
경의선,1284,문산,4976,4377
경의선,1283,파주,871,613
경의선,1282,월롱,1144,1051
경의선,1280,금촌,5655,5537
경의선,1279,금릉,3422,3165
경의선,1278,운정,4044,3700
경의선,1277,야당,3893,3736
경의선,1276,탄현,4990,4832
경의선,1275,일산,5527,5165
경의선,1274,풍산,3615,3446
경의선,1273,백마,4113,3666
경의선,1272,곡산,344,317
경의선,1271,능곡,2424,2419
경의선,1270,행신,4950,4809
경의선,1269,강매,1737,1516
경의선,1268,화전,1023,885
경의선,1267,수색,1033,1032
경의선,1266,디지털미디어시티,1688,1536
경의선,1265,가좌,3552,3428
경의선,1264,홍대입구,1816,2183
경의선,1263,서강대,1756,1779
경의선,1262,공덕,2953,2088
경의선,1261,효창공원앞,1678,1817
경의선,1252,신촌,421,396
경의선,1251,서울역,1244,1494
경원선,1916,소요산,3964,2897
경원선,1915,동두천,1657,1823
경원선,1914,보산,1756,1567
경원선,1913,동두천중앙,2682,2638
경원선,1912,지행,5767,5625
경원선,1911,덕정,4759,4256
경원선,1910,덕계,1816,1613
경원선,1909,양주,6351,5756
경원선,1908,녹양,3565,3442
경원선,1907,가능,5192,4840
경원선,1906,의정부,18583,19928
경원선,1905,회룡,9308,9265
경원선,1904,망월사,6049,6112
경원선,1903,도봉산,7522,5093
경원선,1902,도봉,4268,3922
경원선,1901,방학,7236,7246
경원선,1021,녹천,3392,2784
경원선,1020,월계,4320,3976
경원선,1019,광운대,5816,5755
경원선,1018,석계,7189,7661
경원선,1017,신이문,6338,5708
경원선,1016,외대앞,6689,6285
경원선,1014,청량리(서울시립대입구),14095,14853
경원선,1013,왕십리(성동구청),12708,14617
경원선,1012,응봉,1193,1125
경원선,1011,옥수,32,32
경원선,1010,한남,2857,2844
경원선,1009,서빙고,1153,1097
경원선,1008,이촌(국립중앙박물관),2973,2226
경부선,1750,광명,2109,1660
경부선,1749,서동탄,1039,1073
경부선,1729,당정,4019,3835
경부선,1728,천안,5045,5043
경부선,1727,두정,4162,4332
경부선,1726,직산,593,528
경부선,1725,성환,2678,2345
경부선,1724,평택,10060,9680
경부선,1723,지제,1975,1596
경부선,1722,서정리,4804,3828
경부선,1721,송탄,3852,3395
경부선,1720,진위,894,772
경부선,1719,오산,7903,7437
경부선,1718,오산대,1977,1684
경부선,1717,세마,1890,1628
경부선,1716,병점,10657,10302
경부선,1715,세류,2681,2718
경부선,1714,독산,8707,8437
경부선,1713,수원,33575,36459
경부선,1712,화서,4926,4841
경부선,1711,성균관대,9766,9737
경부선,1710,의왕,5613,5427
경부선,1709,군포,4302,3831
경부선,1708,금정,18204,18679
경부선,1707,명학,5220,4953
경부선,1706,안양,18725,18494
경부선,1705,관악,5636,5373
경부선,1704,석수,6901,6434
경부선,1703,금천구청,7988,7986
경부선,1702,가산디지털단지,5927,7739
경부선,1701,구로,12288,12723
경부선,1032,신길,6201,5001
경부선,1007,신도림,2718,2988
경부선,1006,영등포,41161,43327
경부선,1005,대방,8711,8596
경부선,1004,노량진,9841,8335
경부선,1003,용산,30404,31577
경부선,1002,남영,6086,6100
경부선,1001,서울역,5226,1123
경강선,1511,여주,1582,1649
경강선,1510,세종대왕릉,231,226
경강선,1509,부발,1663,1329
경강선,1508,이천,2143,2290
경강선,1507,신둔도예촌,899,871
경강선,1506,곤지암,1549,1437
경강선,1505,초월,1808,1606
경강선,1504,경기광주,4803,4493
경강선,1503,삼동,1336,1148
경강선,1502,이매,746,545
경강선,1501,판교,2417,2387
9호선2~3단계,4138,중앙보훈병원,4351,3973
9호선2~3단계,4137,둔촌오륜,509,527
9호선2~3단계,4136,올림픽공원(한국체대),4907,4797
9호선2~3단계,4135,한성백제,1583,1361
9호선2~3단계,4134,송파나루,3342,3330
9호선2~3단계,4133,석촌,5331,4255
9호선2~3단계,4132,석촌고분,3674,3433
9호선2~3단계,4131,삼전,4403,4071
9호선2~3단계,4130,종합운동장,3336,2800
9호선2~3단계,4129,봉은사,10337,10581
9호선2~3단계,4128,삼성중앙,3014,3015
9호선2~3단계,4127,선정릉,4224,4661
9호선2~3단계,4126,언주,5337,4979
9호선,4125,신논현,24146,25109
9호선,4124,사평,1809,1756
9호선,4123,고속터미널,11048,16729
9호선,4122,신반포,1936,1887
9호선,4121,구반포,2223,2353
9호선,4120,동작(현충원),1358,1160
9호선,4119,흑석(중앙대입구),5881,6048
9호선,4118,노들,3170,2682
9호선,4117,노량진,23549,24719
9호선,4116,샛강,2506,2665
9호선,4115,여의도,7946,7724
9호선,4114,국회의사당,4387,4342
9호선,4113,당산,12726,11718
9호선,4112,선유도,3283,3194
9호선,4111,신목동,2201,1960
9호선,4110,염창,11033,10158
9호선,4109,등촌,6431,6372
9호선,4108,증미,4027,3955
9호선,4107,가양,13754,13177
9호선,4106,양천향교,5460,5360
9호선,4105,마곡나루,6888,6832
9호선,4104,신방화,4753,4484
9호선,4103,공항시장,2244,2428
9호선,4102,김포공항,6284,8349
9호선,4101,개화,1321,1079
8호선,2827,모란,3555,2987
8호선,2826,수진,4439,4127
8호선,2825,신흥,3954,4406
8호선,2824,단대오거리,7601,6876
8호선,2823,남한산성입구(성남법원.검찰청),9342,7965
8호선,2822,산성,4326,4326
8호선,2821,복정,6836,5895
8호선,2820,장지,12277,11425
8호선,2819,문정,8939,8907
8호선,2818,가락시장,5603,5873
8호선,2817,송파,6178,5839
8호선,2816,석촌,5650,6884
8호선,2815,잠실(송파구청),11358,13031
8호선,2814,몽촌토성(평화의문),3617,3832
8호선,2813,강동구청,6126,6245
8호선,2812,천호(풍납토성),13609,16310
8호선,2811,암사,12485,11101
7호선,2761,부평구청,7361,6178
7호선,2760,굴포천,6602,6813
7호선,2759,삼산체육관,3394,3211
7호선,2758,상동,10165,10450
7호선,2757,부천시청,8926,8864
7호선,2756,신중동,9675,9721
7호선,2755,춘의,5256,5123
7호선,2754,부천종합운동장,3015,2700
7호선,2753,까치울,4903,4733
7호선,2752,온수(성공회대입구),5829,5683
7호선,2751,천왕,6213,5737
7호선,2750,광명사거리,18013,17806
7호선,2749,철산,16257,16584
7호선,2748,가산디지털단지,14267,13219
7호선,2747,남구로,8423,8797
7호선,2746,대림(구로구청),5837,5968
7호선,2745,신풍,7766,7549
7호선,2744,보라매,6403,6218
7호선,2743,신대방삼거리,11517,10652
7호선,2742,장승배기,7440,7081
7호선,2741,상도,7608,6959
7호선,2740,숭실대입구(살피재),8254,8078
7호선,2739,남성,7688,7254
7호선,2738,이수,12569,12186
7호선,2737,내방,7670,7784
7호선,2736,고속터미널,15403,11972
7호선,2735,반포,4435,4265
7호선,2734,논현,11592,13152
7호선,2733,학동,11036,11675
7호선,2732,강남구청,10187,11072
7호선,2731,청담,11816,12570
7호선,2730,뚝섬유원지,5303,5187
7호선,2729,건대입구,11246,11730
7호선,2728,어린이대공원(세종대),10946,10957
7호선,2727,군자(능동),10890,8150
7호선,2726,중곡,6749,6205
7호선,2725,용마산,4353,4219
7호선,2724,사가정,11844,11580
7호선,2723,면목,11078,10535
7호선,2722,상봉(시외버스터미널),13398,12807
7호선,2721,중화,8168,7622
7호선,2720,먹골,7828,7531
7호선,2719,태릉입구,6322,5673
7호선,2718,공릉(서울과학기술대),8746,8657
7호선,2717,하계,12784,11864
7호선,2716,중계,9831,8982
7호선,2715,노원,15955,17050
7호선,2714,마들,8254,7778
7호선,2713,수락산,10031,9667
7호선,2712,도봉산,6089,8113
7호선,2711,장암,1435,689
6호선,2648,봉화산(서울의료원),5779,5439
6호선,2647,화랑대(서울여대입구),7233,5621
6호선,2646,태릉입구,3927,4310
6호선,2645,석계,9055,8925
6호선,2644,돌곶이,5853,5406
6호선,2643,상월곡(한국과학기술연구원),3987,3484
6호선,2642,월곡(동덕여대),7691,7438
6호선,2641,고려대(종암),5356,5039
6호선,2640,안암(고대병원앞),6580,6539
6호선,2639,보문,5217,4628
6호선,2638,창신,2128,1726
6호선,2637,동묘앞,7418,6913
6호선,2636,신당,6965,5780
6호선,2635,청구,2494,2637
6호선,2634,약수,2558,2525
6호선,2633,버티고개,1446,1502
6호선,2632,한강진,7436,8784
6호선,2631,이태원,14142,17703
6호선,2630,녹사평(용산구청),5078,5753
6호선,2629,삼각지,4686,3633
6호선,2628,효창공원앞,4729,4097
6호선,2627,공덕,10982,10409
6호선,2626,대흥(서강대앞),5827,5915
6호선,2625,광흥창(서강),5708,5120
6호선,2624,상수,8420,10689
6호선,2623,합정,12314,11781
6호선,2622,망원,11626,12562
6호선,2621,마포구청,9745,8420
6호선,2620,월드컵경기장(성산),3831,4069
6호선,2619,디지털미디어시티,7343,7510
6호선,2618,증산(명지대앞),7580,7176
6호선,2617,새절(신사),9385,8776
6호선,2616,구산,5437,4133
6호선,2615,연신내,1,0
6호선,2614,독바위,2042,2169
6호선,2613,불광,4063,3774
6호선,2612,역촌,2731,3063
6호선,2611,응암,12720,12482
5호선,2561,마천,3915,3904
5호선,2560,거여,5214,4954
5호선,2559,개롱,4568,4759
5호선,2558,오금,2102,2113
5호선,2557,방이,5372,5210
5호선,2556,올림픽공원(한국체대),2752,2632
5호선,2555,둔촌동,6244,6244
5호선,2554,상일동,9204,8318
5호선,2553,고덕,5703,5623
5호선,2552,명일,5619,5572
5호선,2551,굽은다리(강동구민회관앞),7050,6343
5호선,2550,길동,5374,5714
5호선,2549,강동,14365,12942
5호선,2548,천호(풍납토성),17036,17062
5호선,2547,광나루(장신대),10541,9689
5호선,2546,아차산(어린이대공원후문),11375,10816
5호선,2545,군자(능동),8328,9433
5호선,2544,장한평,11865,11926
5호선,2543,답십리,10657,9815
5호선,2542,마장,4271,4111
5호선,2541,왕십리(성동구청),3598,4473
5호선,2540,행당,5526,4803
5호선,2539,신금호,4260,4353
5호선,2538,청구,2758,2404
5호선,2537,동대문역사문화공원,1170,1411
5호선,2536,을지로4가,3277,3598
5호선,2535,종로3가,12798,12776
5호선,2534,광화문(세종문화회관),19033,20312
5호선,2533,서대문,7862,7477
5호선,2532,충정로(경기대입구),2096,1927
5호선,2531,애오개,3841,3657
5호선,2530,공덕,7435,7765
5호선,2529,마포,7448,7424
5호선,2528,여의나루,3802,3760
5호선,2527,여의도,8376,8997
5호선,2526,신길,2077,2301
5호선,2525,영등포시장,7397,7798
5호선,2524,영등포구청,1934,1950
5호선,2523,양평,3607,3510
5호선,2522,오목교(목동운동장앞),17313,18116
5호선,2521,목동,11926,12271
5호선,2520,신정(은행정),9098,7517
5호선,2519,까치산,21652,20557
5호선,2518,화곡,20643,19237
5호선,2517,우장산,9953,9888
5호선,2516,발산,12720,13365
5호선,2515,마곡,3663,3460
5호선,2514,송정,5349,5120
5호선,2513,김포공항,5825,5728
5호선,2512,개화산,3791,3640
5호선,2511,방화,4782,4529
4호선,434,남태령,1079,693
4호선,433,사당,21990,20185
4호선,432,총신대입구(이수),15650,16917
4호선,431,동작(현충원),1555,1593
4호선,430,이촌(국립중앙박물관),6097,6586
4호선,429,신용산,9204,9646
4호선,428,삼각지,2681,3318
4호선,427,숙대입구(갈월),9739,9468
4호선,426,서울역,6792,15379
4호선,425,회현(남대문시장),18781,19677
4호선,424,명동,22305,24086
4호선,423,충무로,15711,15867
4호선,422,동대문역사문화공원,14717,12276
4호선,421,동대문,15228,14451
4호선,420,혜화,28461,30515
4호선,419,한성대입구(삼선교),10537,10222
4호선,418,성신여대입구(돈암),14830,13564
4호선,417,길음,13891,13229
4호선,416,미아사거리,22406,21780
4호선,415,미아(서울사이버대학),11462,10611
4호선,414,수유(강북구청),27332,27388
4호선,413,쌍문,22511,20009
4호선,412,창동,20678,21743
4호선,411,노원,17258,19827
4호선,410,상계,14089,12805
4호선,409,당고개,10082,9645
3호선,342,오금,3877,3357
3호선,341,경찰병원,4350,4134
3호선,340,가락시장,6367,6038
3호선,339,수서,12764,12555
3호선,338,일원,4802,4791
3호선,337,대청,6211,5703
3호선,336,학여울,3224,3291
3호선,335,대치,9720,8781
3호선,334,도곡,3285,3226
3호선,333,매봉,5510,5148
3호선,332,양재(서초구청),23310,24924
3호선,331,남부터미널(예술의전당),24385,24269
3호선,330,교대(법원.검찰청),7547,4459
3호선,329,고속터미널,48285,47465
3호선,328,잠원,3911,3785
3호선,327,신사,25918,27611
3호선,326,압구정,24392,25842
3호선,325,옥수,6476,6507
3호선,324,금호,5941,5413
3호선,323,약수,9443,8926
3호선,322,동대입구,6015,6637
3호선,320,을지로3가,5533,5986
3호선,319,종로3가,6521,9262
3호선,318,안국,15077,16920
3호선,317,경복궁(정부서울청사),16031,15026
3호선,316,독립문,5647,5867
3호선,315,무악재,2635,2750
3호선,314,홍제,13876,13251
3호선,313,녹번,9152,8002
3호선,312,불광,13336,15168
3호선,311,연신내,32166,30646
3호선,310,구파발,14928,14550
3호선,309,지축,1553,1574
2호선,250,용두(동대문구청),1733,1738
2호선,249,신정네거리,6892,6997
2호선,248,양천구청,4291,4446
2호선,247,도림천,782,770
2호선,246,신설동,3657,3629
2호선,245,신답,1056,1049
2호선,244,용답,1851,1800
2호선,243,충정로(경기대입구),6514,6768
2호선,242,아현,7309,6968
2호선,241,이대,12197,12887
2호선,240,신촌,37013,38104
2호선,239,홍대입구,69648,78330
2호선,238,합정,27985,31750
2호선,237,당산,13276,14739
2호선,236,영등포구청,12795,12965
2호선,235,문래,11128,11488
2호선,234,신도림,45435,46224
2호선,233,대림(구로구청),18342,18896
2호선,232,구로디지털단지,37857,37681
2호선,231,신대방,20353,19296
2호선,230,신림,53866,51985
2호선,229,봉천,17798,16459
2호선,228,서울대입구(관악구청),39972,38731
2호선,227,낙성대,21912,20012
2호선,226,사당,34268,37016
2호선,225,방배,10582,11042
2호선,224,서초,12416,11975
2호선,223,교대(법원.검찰청),19897,22313
2호선,222,강남,65598,69156
2호선,221,역삼,20189,21567
2호선,220,선릉,26026,23009
2호선,219,삼성(무역센터),30274,30754
2호선,218,종합운동장,7077,7663
2호선,217,잠실새내,17071,18062
2호선,216,잠실(송파구청),58011,55089
2호선,215,잠실나루,7826,7319
2호선,214,강변(동서울터미널),33163,32452
2호선,213,구의(광진구청),16493,15788
2호선,212,건대입구,33033,36697
2호선,211,성수,16175,17802
2호선,210,뚝섬,11531,11678
2호선,209,한양대,4543,4740
2호선,208,왕십리(성동구청),14324,12605
2호선,207,상왕십리,9400,8652
2호선,206,신당,10707,11429
2호선,205,동대문역사문화공원,12248,13282
2호선,204,을지로4가,8071,8486
2호선,203,을지로3가,10897,11014
2호선,202,을지로입구,25872,25656
2호선,201,시청,10021,8610
1호선,159,동묘앞,10003,10716
1호선,158,청량리(서울시립대입구),18700,19210
1호선,157,제기동,14752,14975
1호선,156,신설동,10517,10085
1호선,155,동대문,11346,11210
1호선,154,종로5가,19922,19765
1호선,153,종로3가,25613,24969
1호선,152,종각,24014,23628
1호선,151,시청,13966,14315
1호선,150,서울역,34375,33070
6호선,2648,봉화산(서울의료원),4115,4005
분당선,1864,신갈,1930,1968
분당선,1865,기흥,4744,4809
분당선,1866,상갈,2859,2873
분당선,1867,청명,1809,1803
분당선,1868,영통,4787,4713
분당선,1869,망포,5409,5750
분당선,1870,매탄권선,2047,2096
분당선,1871,수원시청,6869,6896
분당선,1872,매교,1205,1312
수인선,1878,달월,21,29
수인선,1879,월곶,1371,1294
수인선,1880,소래포구,2747,2609
수인선,1881,인천논현,2969,3080
수인선,1882,호구포,1835,1919
수인선,1883,남동인더스파크,529,519
수인선,1884,원인재,2522,2587
수인선,1885,연수,3368,3319
수인선,1886,송도,1532,1536
수인선,1888,인하대,2510,2433
수인선,1889,숭의,1857,1706
수인선,1890,신포,1007,1018
수인선,1891,인천,719,985
안산선,1751,산본,8687,9311
안산선,1752,대야미,2569,2437
안산선,1753,반월,2470,2390
안산선,1754,상록수,10517,10357
안산선,1755,한대앞,4058,3925
안산선,1756,중앙,10227,10199
안산선,1757,고잔,3745,3718
안산선,1758,초지,1803,1685
안산선,1759,안산,8224,7652
안산선,1760,신길온천,819,831
안산선,1761,정왕,4126,4491
안산선,1762,오이도,5131,5169
안산선,1763,수리산,1999,1851
우이신설선,4701,북한산우이,2689,2457
우이신설선,4702,솔밭공원,1256,1225
우이신설선,4703,4.19민주묘지,1674,1397
우이신설선,4704,가오리,2091,2031
우이신설선,4705,화계,1905,1797
우이신설선,4706,삼양,1176,1189
우이신설선,4707,삼양사거리,1402,1369
우이신설선,4708,솔샘,2502,2247
우이신설선,4709,북한산보국문,3409,3034
우이신설선,4710,정릉,2359,2050
우이신설선,4711,성신여대입구(돈암),1687,1817
우이신설선,4712,보문,950,1023
우이신설선,4713,신설동,1064,1079
일산선,1948,원흥,4434,4183
일산선,1950,삼송,9050,8867
일산선,1951,원당,5840,5775
일산선,1952,화정,10502,10926
일산선,1953,대곡,836,715
일산선,1954,백석,5541,5347
일산선,1955,마두,3373,3522
일산선,1956,정발산,5229,5291
일산선,1957,주엽,4060,4153
일산선,1958,대화,6349,5886
장항선,1401,봉명,518,479
장항선,1402,쌍용(나사렛대),960,943
장항선,1403,아산,1846,1452
장항선,1405,배방,536,640
장항선,1407,온양온천,2673,2777
장항선,1408,신창(순천향대),604,737
중앙선,1015,회기,16945,16740
중앙선,1201,중랑,3250,3116
중앙선,1202,상봉(시외버스터미널),3697,3528
중앙선,1203,망우,4589,4638
중앙선,1204,양원,696,751
중앙선,1205,구리,6942,7288
중앙선,1206,도농,4422,4400
중앙선,1207,양정,448,386
중앙선,1208,덕소,3394,3430
중앙선,1209,도심,1248,1164
중앙선,1210,팔당,975,908
중앙선,1211,운길산,709,657
중앙선,1212,양수,1214,1179
중앙선,1213,신원,169,107
중앙선,1214,국수,461,454
중앙선,1215,아신,415,391
중앙선,1216,오빈,165,166
중앙선,1217,양평,1854,1801
중앙선,1218,원덕,275,232
중앙선,1219,용문,1525,1377
중앙선,1220,지평,23,20
7호선,2717,하계,9652,9086
1호선,150,서울역,27746,25860
1호선,151,시청,9085,8150
1호선,152,종각,14933,13299
1호선,153,종로3가,14895,13381
1호선,154,종로5가,9349,9429
1호선,155,동대문,8774,10184
1호선,156,신설동,7845,7587
1호선,157,제기동,9257,9457
1호선,158,청량리(서울시립대입구),13367,13360
1호선,159,동묘앞,9633,9780
2호선,201,시청,6241,5087
2호선,202,을지로입구,19748,19416
2호선,203,을지로3가,8897,8877
2호선,204,을지로4가,3639,3485
2호선,205,동대문역사문화공원,8583,10224
2호선,206,신당,7667,8197
2호선,207,상왕십리,6480,6166
2호선,208,왕십리(성동구청),10190,8824
2호선,209,한양대,2392,2812
2호선,210,뚝섬,7833,8099
2호선,211,성수,10500,11806
2호선,212,건대입구,25007,25895
2호선,213,구의(광진구청),11286,11115
2호선,214,강변(동서울터미널),24491,25304
2호선,215,잠실나루,5194,5353
2호선,216,잠실(송파구청),41970,38764
2호선,217,잠실새내,10890,11344
2호선,218,종합운동장,4849,5247
2호선,219,삼성(무역센터),22060,21934
2호선,220,선릉,13444,11679
2호선,221,역삼,11795,12757
2호선,222,강남,37382,36531
2호선,223,교대(법원.검찰청),11308,12432
2호선,224,서초,12828,12342
2호선,225,방배,7619,7929
2호선,226,사당,23229,24536
2호선,227,낙성대,15615,15700
2호선,228,서울대입구(관악구청),27731,27901
2호선,229,봉천,12529,12037
2호선,230,신림,40218,38819
2호선,231,신대방,15513,14858
2호선,232,구로디지털단지,25749,25665
2호선,233,대림(구로구청),14245,14282
2호선,234,신도림,30744,31004
2호선,235,문래,7318,7484
2호선,236,영등포구청,8251,8380
2호선,237,당산,8749,9543
2호선,238,합정,20122,20911
2호선,239,홍대입구,54803,53722
2호선,240,신촌,26785,25633
2호선,241,이대,8488,9083
2호선,242,아현,4878,4854
2호선,243,충정로(경기대입구),4202,4251
2호선,244,용답,1510,1411
2호선,245,신답,705,800
2호선,246,신설동,3061,2918
2호선,247,도림천,408,410
2호선,248,양천구청,3119,3245
2호선,249,신정네거리,4558,4718
2호선,250,용두(동대문구청),1074,1106
3호선,309,지축,1035,1116
3호선,310,구파발,11179,11177
3호선,311,연신내,23048,21836
3호선,312,불광,9699,11253
3호선,313,녹번,6214,5476
3호선,314,홍제,9456,9089
3호선,315,무악재,1804,1977
3호선,316,독립문,3999,4268
3호선,317,경복궁(정부서울청사),11016,11023
3호선,318,안국,9801,10486
3호선,319,종로3가,3833,5043
3호선,320,을지로3가,3619,3519
3호선,321,충무로,1,0
3호선,322,동대입구,5279,5620
3호선,323,약수,7030,6657
3호선,324,금호,4303,4087
3호선,325,옥수,4508,4740
3호선,326,압구정,13656,14020
3호선,327,신사,14615,14805
3호선,328,잠원,2554,2646
3호선,329,고속터미널,36088,35775
3호선,330,교대(법원.검찰청),4442,2755
3호선,331,남부터미널(예술의전당),15999,17297
3호선,332,양재(서초구청),14885,16903
3호선,333,매봉,3639,3565
3호선,334,도곡,2150,2289
3호선,335,대치,6099,5374
3호선,336,학여울,2518,2454
3호선,337,대청,4204,3902
3호선,338,일원,3428,3702
3호선,339,수서,9549,9488
3호선,340,가락시장,3905,4199
3호선,341,경찰병원,2800,2824
3호선,342,오금,2935,2705
4호선,409,당고개,7596,7379
4호선,410,상계,10287,9475
4호선,411,노원,13311,14414
4호선,412,창동,15585,16485
4호선,413,쌍문,16711,14753
4호선,414,수유(강북구청),20657,19612
4호선,415,미아(서울사이버대학),8450,7895
4호선,416,미아사거리,16274,15563
4호선,417,길음,9854,9773
4호선,418,성신여대입구(돈암),10842,10196
4호선,419,한성대입구(삼선교),7558,7468
4호선,420,혜화,21840,22903
4호선,421,동대문,7384,7964
4호선,422,동대문역사문화공원,10608,10273
4호선,423,충무로,9545,9196
4호선,424,명동,19482,20612
4호선,425,회현(남대문시장),9178,9510
4호선,426,서울역,5374,12014
